filename,word_count,has_specific_data,has_unique_content,template_phrases_count,duplicate_conclusions,grade,notes
allergies/morbilliform-drug-eruption-common-medication-rash.html,716,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
allergies/nickel-allergy-most-common-metal-contact-dermatitis.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
allergies/nickel-allergy.html,173,Y,Y,1,N,PASS,acceptable_content
allergies/omalizumab-for-chronic-urticaria-anti-ige-therapy.html,734,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
allergies/patch-testing-identifying-contact-allergens.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
allergies/patch-testing-methodology.html,162,N,N,2,N,FAIL,low_wordcount(162)|no_specific_data|generic_template
allergies/pemphigoid-gestationis-pregnancy-autoimmune-blistering.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
allergies/photoallergy-vs-phototoxicity.html,173,N,Y,0,N,FAIL,low_wordcount(173)|no_specific_data
allergies/photopatch-testing-sun-related-allergy-diagnosis.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
allergies/phototherapy-immune-skin.html,229,N,N,0,N,FAIL,low_wordcount(229)|no_specific_data|generic_template
allergies/poison-ivy-dermatitis-urushiol-oil-reaction.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
allergies/preservative-allergy-formaldehyde-and-parabens.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
allergies/secukinumab-IL17.html,269,Y,N,1,N,PASS,acceptable_content
allergies/secukinumab-for-psoriasis-il-17a-inhibitor.html,720,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
allergies/skin-prick-testing-immediate-allergy-assessment.html,721,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
allergies/stevens-johnson-syndrome-severe-drug-reaction.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
allergies/stevens-johnson-syndrome.html,177,Y,N,0,N,PASS,acceptable_content
allergies/systemic-immunosuppressants.html,221,N,Y,1,N,FAIL,low_wordcount(221)|no_specific_data
allergies/toxic-epidermal-necrolysis-life-threatening-drug-allergy.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
allergies/ustekinumab-IL23.html,221,Y,N,3,N,PASS,acceptable_content
skin-cancer/abcde-rule-for-melanoma-detection.html,744,Y,Y,7,Y,FAIL,excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/abcde-rule-melanoma.html,193,N,N,1,N,FAIL,low_wordcount(193)|no_specific_data|generic_template
skin-cancer/acral-lentiginous-melanoma-melanoma-on-hands-and-feet.html,716,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/acral-lentiginous-melanoma.html,166,N,Y,0,N,FAIL,low_wordcount(166)|no_specific_data
skin-cancer/actinic-cheilitis-precancerous-lip-condition.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/actinic-keratosis-precancer.html,185,N,N,3,N,FAIL,low_wordcount(185)|no_specific_data|generic_template
skin-cancer/actinic-keratosis-precancerous-sun-spots.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/amelanotic-melanoma-the-colorless-skin-cancer.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/basal-cell-carcinoma-overview.html,204,N,N,2,N,FAIL,low_wordcount(204)|no_specific_data|generic_template
skin-cancer/basal-cell-carcinoma-treatment-options-surgery-to-topicals.html,749,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/basal-cell-carcinoma-types-nodular-superficial-morpheaform.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/bowens-disease.html,182,N,N,2,N,FAIL,low_wordcount(182)|no_specific_data|generic_template
skin-cancer/cutaneous-scc-surgical-and-non-surgical-management.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/cutaneous-t-cell-lymphoma-mycosis-fungoides.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/dermatofibrosarcoma-protuberans-slow-growing-skin-sarcoma.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/dermoscopy-magnified-skin-examination.html,693,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/dermoscopy-overview.html,223,N,Y,1,N,FAIL,low_wordcount(223)|no_specific_data
skin-cancer/dysplastic-nevi-atypical-moles-and-cancer-risk.html,709,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/dysplastic-nevi-atypical-moles.html,194,N,N,0,N,FAIL,low_wordcount(194)|no_specific_data|generic_template
skin-cancer/field-cancerization-widespread-sun-damage-treatment.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/gorlin-syndrome-multiple-basal-cell-carcinomas.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/immunotherapy-for-skin-cancer-checkpoint-inhibitors.html,734,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/immunotherapy-skin-cancer.html,243,N,N,1,N,FAIL,low_wordcount(243)|no_specific_data|generic_template
skin-cancer/index.html,1593,N,N,0,N,FAIL,no_specific_data|generic_template
skin-cancer/invasive-squamous-cell-carcinoma-risk-stratification.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/kaposi-sarcoma-vascular-skin-tumor.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/keratoacanthoma-rapidly-growing-skin-tumor.html,694,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/lentigo-maligna-melanoma-sun-damaged-skin-cancer.html,716,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/lentigo-maligna-melanoma.html,147,N,Y,0,N,FAIL,low_wordcount(147)|no_specific_data
skin-cancer/locally-advanced-bcc-hedgehog-pathway-inhibitors.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/melanoma-overview.html,149,N,N,2,N,FAIL,low_wordcount(149)|no_specific_data|generic_template
skin-cancer/melanoma-staging-prognosis.html,218,N,N,4,N,FAIL,low_wordcount(218)|no_specific_data|generic_template
skin-cancer/melanoma-staging-understanding-tnm-classification.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/merkel-cell-carcinoma-rare-aggressive-skin-cancer.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/merkel-cell-carcinoma.html,179,N,Y,2,N,FAIL,low_wordcount(179)|no_specific_data
skin-cancer/mole-mapping-digital-surveillance-technology.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/mycosis-fungoides-lymphoma.html,216,N,N,4,N,FAIL,low_wordcount(216)|no_specific_data|generic_template
skin-cancer/nodular-melanoma-the-most-dangerous-type.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/nodular-melanoma.html,141,N,Y,0,N,FAIL,low_wordcount(141)|no_specific_data
skin-cancer/photodynamic-therapy-for-skin-cancer-and-precancers.html,772,Y,Y,7,Y,FAIL,excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/radiation-therapy-for-skin-cancer-when-is-it-used.html,744,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/radiation-therapy-skin-cancer.html,244,N,N,1,N,FAIL,low_wordcount(244)|no_specific_data|generic_template
skin-cancer/recurrent-basal-cell-carcinoma-when-cancer-returns.html,727,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/scc-in-immunosuppressed-patients-transplant-recipients.html,734,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/self-skin-exam-guide-monthly-monitoring.html,720,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/sentinel-lymph-node-biopsy-melanoma-staging-procedure.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/sentinel-lymph-node-biopsy-melanoma.html,255,N,N,6,N,FAIL,low_wordcount(255)|no_specific_data|generic_template|excessive_template(6)
skin-cancer/sezary-syndrome.html,163,N,N,1,N,FAIL,low_wordcount(163)|no_specific_data|generic_template
skin-cancer/skin-biopsy-types-techniques.html,203,N,N,4,N,FAIL,low_wordcount(203)|no_specific_data|generic_template
skin-cancer/skin-cancer-prevention.html,241,N,Y,4,N,FAIL,low_wordcount(241)|no_specific_data
skin-cancer/skin-cancer-survival-rates.html,294,N,Y,3,N,FAIL,low_wordcount(294)|no_specific_data
skin-cancer/skin-self-examination-guide.html,223,N,N,4,N,FAIL,low_wordcount(223)|no_specific_data|generic_template
skin-cancer/squamous-cell-carcinoma-in-situ-bowen-disease.html,744,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/squamous-cell-carcinoma-skin.html,269,N,N,1,N,FAIL,low_wordcount(269)|no_specific_data|generic_template
skin-cancer/superficial-spreading-melanoma-most-common-form.html,721,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/superficial-spreading-melanoma.html,118,N,Y,1,N,FAIL,low_wordcount(118)|no_specific_data
skin-cancer/targeted-therapy-for-melanoma-braf-and-mek-inhibitors.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/targeted-therapy-melanoma.html,246,N,N,2,N,FAIL,low_wordcount(246)|no_specific_data|generic_template
skin-cancer/topical-treatments-for-skin-cancer-5-fu-and-imiquimod.html,749,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-cancer/total-body-skin-exam-what-to-expect.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-cancer/uv-damage-skin-cancer-risk.html,264,N,N,3,N,FAIL,low_wordcount(264)|no_specific_data|generic_template
skin-conditions/acne-conglobata-severe-interconnected-nodular-acne.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/acne-excorie-when-picking-makes-acne-worse.html,709,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/acne-fulminans-acute-ulcerative-acne-emergency.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/acne-keloidalis-nuchae-bumps-on-the-back-of-the-neck.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/acne-mechanica-sports-equipment-and-friction-induced-breakouts.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/acne-vulgaris.html,537,Y,Y,0,N,PASS,acceptable_content
skin-conditions/albinism-genetic-absence-of-melanin.html,694,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/asteatotic-eczema-dry-winter-skin-condition.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/atopic-dermatitis-eczema.html,357,N,N,1,N,FAIL,no_specific_data|generic_template
skin-conditions/biologic-therapy-for-psoriasis-a-patient-guide.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/bullous-pemphigoid-blistering-in-older-adults.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/candidal-intertrigo-yeast-infections-in-skin-folds.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/cellulitis-deep-skin-bacterial-infection.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/cellulitis.html,309,N,Y,4,N,FAIL,no_specific_data
skin-conditions/chloracne-industrial-chemical-induced-acne.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/common-warts-hpv-types-and-removal-options.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/contact-dermatitis.html,353,N,Y,0,N,FAIL,no_specific_data
skin-conditions/cutaneous-vasculitis-when-blood-vessels-become-inflamed.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/cystic-acne.html,328,N,Y,2,N,FAIL,no_specific_data
skin-conditions/demodex-mites-and-rosacea-the-microscopic-connection.html,727,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/dermatomyositis-muscle-weakness-with-skin-rash.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/dermatomyositis.html,342,N,Y,4,N,FAIL,no_specific_data
skin-conditions/drug-induced-acne-medications-that-cause-breakouts.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/dyshidrotic-eczema-blisters-on-hands-and-feet.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/eczema-herpeticum-when-herpes-complicates-eczema.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/erysipelas-superficial-skin-infection-with-sharp-borders.html,696,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/erythematotelangiectatic-rosacea-persistent-facial-redness.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/erythrodermic-psoriasis-life-threatening-skin-inflammation.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/eyelid-dermatitis-sensitive-skin-around-the-eyes.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/folliculitis-infected-hair-follicles.html,688,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/furuncles-and-carbuncles-boils-and-skin-abscesses.html,716,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/gram-negative-folliculitis-antibiotic-resistant-acne.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/granuloma-annulare-ring-shaped-skin-bumps.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/granuloma-annulare.html,361,N,Y,1,N,FAIL,no_specific_data
skin-conditions/guttate-psoriasis-small-drop-like-lesions-after-infection.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/guttate-psoriasis.html,311,N,Y,1,N,FAIL,no_specific_data
skin-conditions/hand-eczema-occupational-and-chronic-hand-dermatitis.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/hand-foot-and-mouth-disease-viral-skin-rash-in-kids.html,741,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/herpes-simplex-cold-sores-and-genital-herpes-management.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/herpes-simplex-virus.html,388,Y,Y,1,N,PASS,acceptable_content
skin-conditions/herpes-zoster-shingles-causes-and-modern-treatment.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/herpes-zoster-shingles.html,410,Y,N,1,N,PASS,acceptable_content
skin-conditions/hidradenitis-suppurativa-chronic-skin-abscesses.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/hormonal-acne.html,340,N,Y,2,N,FAIL,no_specific_data
skin-conditions/impetigo-highly-contagious-skin-infection-in-children.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/impetigo.html,355,N,Y,3,N,FAIL,no_specific_data
skin-conditions/index.html,3099,N,N,0,N,FAIL,no_specific_data|generic_template
skin-conditions/infantile-acne-persistent-acne-in-babies.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/inverse-psoriasis-smooth-red-patches-in-skin-folds.html,710,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/inverse-psoriasis.html,359,N,Y,2,N,FAIL,no_specific_data
skin-conditions/lichen-planus-purple-polygonal-papules.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/lichen-planus.html,341,N,Y,2,N,FAIL,no_specific_data
skin-conditions/lichen-sclerosus-white-patches-on-genital-skin.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/lupus-skin-manifestations.html,358,N,Y,1,N,FAIL,no_specific_data
skin-conditions/majocchi-granuloma-deep-follicular-fungal-infection.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/managing-rosacea-flares-a-practical-action-plan.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/melasma-the-mask-of-pregnancy.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/molluscum-contagiosum-pearly-bumps-in-children-and-adults.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/molluscum-contagiosum.html,345,Y,Y,2,N,PASS,acceptable_content
skin-conditions/morphea-localized-scleroderma-of-the-skin.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/mrsa-skin-infections-resistant-staph-awareness.html,721,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/nail-psoriasis-how-psoriasis-affects-your-nails.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/necrotizing-fasciitis-understanding-flesh-eating-bacteria.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/neonatal-acne-understanding-newborn-skin-breakouts.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/neurodermatitis-the-itch-scratch-cycle.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/nummular-eczema-coin-shaped-patches-of-irritated-skin.html,709,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/occupational-acne-workplace-chemical-exposure-and-skin.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/ocular-rosacea-when-rosacea-affects-your-eyes.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/palmoplantar-psoriasis-hands-and-feet-involvement.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/papulopustular-rosacea-inflammatory-bumps-and-pimples.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/pemphigus-vulgaris-autoimmune-blistering-disease.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/pemphigus-vulgaris.html,319,N,Y,2,N,FAIL,no_specific_data
skin-conditions/perioral-dermatitis-rash-around-the-mouth.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/photoallergic-dermatitis-sun-triggered-skin-reactions.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/phymatous-rosacea-skin-thickening-and-rhinophyma.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/pityriasis-alba-white-patches-on-childrens-skin.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/pityriasis-rosea-the-christmas-tree-rash.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/pityriasis-rosea.html,349,Y,Y,1,N,PASS,acceptable_content
skin-conditions/pityriasis-rubra-pilaris-orange-red-scaling-disorder.html,716,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/plantar-warts-painful-foot-warts-guide.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/plaque-psoriasis.html,350,Y,Y,1,N,PASS,acceptable_content
skin-conditions/pomade-acne-hair-product-related-breakouts.html,707,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/post-inflammatory-hyperpigmentation-dark-spots-after-skin-injury.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/pre-menstrual-acne-flares-cyclical-breakout-patterns.html,713,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/psoriasis-and-cardiovascular-risk-the-heart-connection.html,730,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/psoriatic-arthritis-when-psoriasis-attacks-your-joints.html,709,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/pustular-psoriasis-pus-filled-blisters-on-red-skin.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
